step,model,run_count,task_name,script_start_time_ist,script_end_time_ist,script_duration_sec,llm_start_time_ist,llm_end_time_ist,llm_duration_sec,prompt_tokens,completion_tokens,total_tokens,prompt_tokens_per_sec,completion_tokens_per_sec,resource_generated_at,resource_last_checked,avg_cpu_1m,avg_mem_1m,avg_cpu_5m,avg_mem_5m
code_gen,meta-llama/llama-4-scout-17b-16e-instruct,1,Temperature Trend Analysis,2026-06-01T12:44:19.342309+05:30,2026-06-01T12:44:21.220796+05:30,1.8784820000000764,2026-06-01T12:44:19.850820+05:30,2026-06-01T12:44:21.220208+05:30,1.369375600013882,2211,362,2573,1614.60449563844,264.3540603442403,2025-11-17T14:47:59.982391,2025-11-17T14:47:59.982398,0.0,3.1,0.0,3.1
code_gen,meta-llama/llama-4-scout-17b-16e-instruct,1,Light Level Pattern Recognition,2026-06-01T12:44:19.342309+05:30,2026-06-01T12:44:22.565713+05:30,3.2233975999988616,2026-06-01T12:44:21.226454+05:30,2026-06-01T12:44:22.565618+05:30,1.3391502000158653,2213,436,2649,1652.540543976159,325.5796101100792,2025-11-17T14:47:59.982391,2025-11-17T14:47:59.982398,0.0,3.1,0.0,3.1
code_gen,meta-llama/llama-4-scout-17b-16e-instruct,1,Sensor Battery Health Monitoring,2026-06-01T12:44:19.342309+05:30,2026-06-01T12:44:23.803256+05:30,4.460940299992217,2026-06-01T12:44:22.571927+05:30,2026-06-01T12:44:23.803169+05:30,1.231217900000047,2210,402,2612,1794.9706546663394,326.5059742877233,2025-11-17T14:47:59.982391,2025-11-17T14:47:59.982398,0.0,3.1,0.0,3.1
code_gen,meta-llama/llama-4-scout-17b-16e-instruct,1,Epoch Sequence Analysis,2026-06-01T12:44:19.342309+05:30,2026-06-01T12:44:24.888918+05:30,5.546597399981692,2026-06-01T12:44:23.809323+05:30,2026-06-01T12:44:24.888889+05:30,1.0795402999792714,2209,378,2587,2046.2413492506168,350.1490402972989,2025-11-17T14:47:59.982391,2025-11-17T14:47:59.982398,0.0,3.1,0.0,3.1
code_gen,meta-llama/llama-4-scout-17b-16e-instruct,1,Comparative Analysis Across Motes,2026-06-01T12:44:19.342309+05:30,2026-06-01T12:44:25.999015+05:30,6.656700599996839,2026-06-01T12:44:24.890595+05:30,2026-06-01T12:44:25.998489+05:30,1.107884600001853,2212,388,2600,1996.597840602081,350.21698108210103,2025-11-17T14:47:59.982391,2025-11-17T14:47:59.982398,0.0,3.1,0.0,3.1
code_gen,meta-llama/llama-4-scout-17b-16e-instruct,1,Humidity Trend Analysis,2026-06-01T12:44:19.342309+05:30,2026-06-01T12:44:27.194599+05:30,7.85228309998638,2026-06-01T12:44:26.005706+05:30,2026-06-01T12:44:27.194517+05:30,1.1887948000221513,2211,398,2609,1859.8668163410553,334.7928507027318,2025-11-17T14:47:59.982391,2025-11-17T14:47:59.982398,0.0,3.1,0.0,3.1
code_gen,meta-llama/llama-4-scout-17b-16e-instruct,2,Temperature Trend Analysis,2026-06-01T12:44:35.258559+05:30,2026-06-01T12:46:18.275991+05:30,103.01742540000123,2026-06-01T12:44:35.784667+05:30,2026-06-01T12:46:18.275575+05:30,102.49089600000298,2211,371,2582,21.572647779368967,3.619833706985928,2025-11-17T14:47:59.982391,2025-11-17T14:47:59.982398,0.0,3.1,0.0,3.1
code_gen,meta-llama/llama-4-scout-17b-16e-instruct,2,Comparative Analysis Across Motes,2026-06-01T12:44:35.258559+05:30,2026-06-01T12:46:19.633839+05:30,104.37527499999851,2026-06-01T12:46:18.279868+05:30,2026-06-01T12:46:19.633746+05:30,1.3538664000225253,2212,435,2647,1633.8392030138257,321.30201325091053,2025-11-17T14:47:59.982391,2025-11-17T14:47:59.982398,0.0,3.1,0.0,3.1
code_gen,meta-llama/llama-4-scout-17b-16e-instruct,2,Voltage Anomaly Detection,2026-06-01T12:44:35.258559+05:30,2026-06-01T12:46:21.043146+05:30,105.78462789999321,2026-06-01T12:46:19.639902+05:30,2026-06-01T12:46:21.042816+05:30,1.4028928999905474,2212,430,2642,1576.7418881476299,306.50949905220654,2025-11-17T14:47:59.982391,2025-11-17T14:47:59.982398,0.0,3.1,0.0,3.1
code_gen,meta-llama/llama-4-scout-17b-16e-instruct,2,Mote Data Quality Assessment,2026-06-01T12:44:35.258559+05:30,2026-06-01T12:46:21.998470+05:30,106.73990610000328,2026-06-01T12:46:21.047497+05:30,2026-06-01T12:46:21.998386+05:30,0.9508765999926254,2217,321,2538,2331.532819313457,337.5832363552637,2025-11-17T14:47:59.982391,2025-11-17T14:47:59.982398,0.0,3.1,0.0,3.1
