step,model,run_count,task_name,script_start_time_ist,script_end_time_ist,script_duration_sec,status,return_code
task_run,meta-llama/llama-4-scout-17b-16e-instruct,1,Comparative Analysis Across Motes,2026-06-01T10:29:49.730079+00:00,2026-06-01T10:29:49.787281+00:00,0.05719859999953769,failed,1
task_run,meta-llama/llama-4-scout-17b-16e-instruct,1,Epoch Sequence Analysis,2026-06-01T10:29:49.787740+00:00,2026-06-01T10:29:49.825017+00:00,0.037279399984981865,failed,0
task_run,meta-llama/llama-4-scout-17b-16e-instruct,1,Humidity Trend Analysis,2026-06-01T10:29:49.825492+00:00,2026-06-01T10:29:49.874574+00:00,0.04908539997995831,failed,1
task_run,meta-llama/llama-4-scout-17b-16e-instruct,1,Light Level Pattern Recognition,2026-06-01T10:29:49.876315+00:00,2026-06-01T10:29:49.928316+00:00,0.052003400021931157,failed,1
task_run,meta-llama/llama-4-scout-17b-16e-instruct,1,Mote Data Quality Assessment,2026-06-01T10:29:49.928738+00:00,2026-06-01T10:29:49.975113+00:00,0.04637729999376461,failed,1
task_run,meta-llama/llama-4-scout-17b-16e-instruct,1,Sensor Battery Health Monitoring,2026-06-01T10:29:49.975700+00:00,2026-06-01T10:29:50.038009+00:00,0.06231090001529083,failed,1
task_run,meta-llama/llama-4-scout-17b-16e-instruct,1,Temperature Trend Analysis,2026-06-01T10:29:50.038461+00:00,2026-06-01T10:29:50.090308+00:00,0.051849400013452396,failed,1
task_run,meta-llama/llama-4-scout-17b-16e-instruct,1,Temperature-Humidity Correlation Analysis,2026-06-01T10:29:50.091251+00:00,2026-06-01T10:29:50.154862+00:00,0.06360930000664666,failed,1
task_run,meta-llama/llama-4-scout-17b-16e-instruct,1,Voltage Anomaly Detection,2026-06-01T10:29:50.155380+00:00,2026-06-01T10:29:50.217542+00:00,0.062164400005713105,failed,1
task_run,meta-llama/llama-4-scout-17b-16e-instruct,2,Comparative Analysis Across Motes,2026-06-01T10:30:17.150465+00:00,2026-06-01T10:30:17.228485+00:00,0.07800770000903867,failed,1
task_run,meta-llama/llama-4-scout-17b-16e-instruct,2,Epoch Sequence Analysis,2026-06-01T10:30:17.229167+00:00,2026-06-01T10:30:17.281529+00:00,0.05236299999523908,failed,0
task_run,meta-llama/llama-4-scout-17b-16e-instruct,2,Epoch Sequence Gap Detection per Mote,2026-06-01T10:30:17.282031+00:00,2026-06-01T10:30:17.336884+00:00,0.05485650000628084,failed,1
task_run,meta-llama/llama-4-scout-17b-16e-instruct,2,Epoch Sequence Gap Detection,2026-06-01T10:30:17.337542+00:00,2026-06-01T10:30:17.389986+00:00,0.05244569998467341,failed,1
task_run,meta-llama/llama-4-scout-17b-16e-instruct,2,Humidity Trend Analysis,2026-06-01T10:30:17.390473+00:00,2026-06-01T10:30:17.441794+00:00,0.05132610001601279,failed,1
task_run,meta-llama/llama-4-scout-17b-16e-instruct,2,Light Level Distribution Analysis,2026-06-01T10:30:17.442509+00:00,2026-06-01T10:30:17.506079+00:00,0.06357109997770749,failed,1
task_run,meta-llama/llama-4-scout-17b-16e-instruct,2,Light Level Pattern Recognition,2026-06-01T10:30:17.506652+00:00,2026-06-01T10:30:17.560776+00:00,0.05412600000272505,failed,1
task_run,meta-llama/llama-4-scout-17b-16e-instruct,2,Mote Data Distribution Assessment,2026-06-01T10:30:17.561228+00:00,2026-06-01T10:30:17.610717+00:00,0.04949249999481253,failed,1
task_run,meta-llama/llama-4-scout-17b-16e-instruct,2,Mote Data Quality Assessment per Time Period,2026-06-01T10:30:17.611161+00:00,2026-06-01T10:30:17.661509+00:00,0.05035070001031272,failed,1
task_run,meta-llama/llama-4-scout-17b-16e-instruct,2,Mote Data Quality Assessment,2026-06-01T10:30:17.661948+00:00,2026-06-01T10:30:17.708020+00:00,0.046075799997197464,failed,1
task_run,meta-llama/llama-4-scout-17b-16e-instruct,2,Sensor Battery Health Monitoring,2026-06-01T10:30:17.708917+00:00,2026-06-01T10:30:17.775065+00:00,0.06615949998376891,failed,1
task_run,meta-llama/llama-4-scout-17b-16e-instruct,2,Temperature Trend Analysis,2026-06-01T10:30:17.775749+00:00,2026-06-01T10:30:17.829047+00:00,0.053299799998058006,failed,1
task_run,meta-llama/llama-4-scout-17b-16e-instruct,2,Temperature-Humidity Correlation Analysis per Mote,2026-06-01T10:30:17.829660+00:00,2026-06-01T10:30:19.259994+00:00,1.4303365999949165,failed,1
task_run,meta-llama/llama-4-scout-17b-16e-instruct,2,Temperature-Humidity Correlation Analysis,2026-06-01T10:30:19.260473+00:00,2026-06-01T10:30:19.326661+00:00,0.06619059998774901,failed,1
task_run,meta-llama/llama-4-scout-17b-16e-instruct,2,Voltage Anomaly Detection,2026-06-01T10:30:19.327123+00:00,2026-06-01T10:30:19.394172+00:00,0.06705220000003465,failed,1
task_run,meta-llama/llama-4-scout-17b-16e-instruct,2,Voltage-Temperature Trend Analysis,2026-06-01T10:30:19.394662+00:00,2026-06-01T10:30:19.433211+00:00,0.03855140000814572,success,0
